nb;dept;COMMUNE;Commune;CP;Code_insee;longitude;latitude
8552;24;LA GONTERIE-BOULOUNEIX;La Gonterie-Boulouneix;24310;24198;0.6;45.3833
8553;24;LES GRAULGES;Graulges;24340;24203;0.45;45.5
8554;24;CONNEZAC;Connezac;24300;24131;0.516667;45.5
8555;24;MONMARVES;Monmarvès;24560;24279;0.6;44.7
8556;24;SALON;Salon;24380;24518;0.783333;45.0333
8557;24;ANGOISSE;Angoisse;24270;24008;1.13333;45.4167
8558;24;GENIS;Génis;24160;24196;1.16667;45.3167
8559;24;CORGNAC-SUR-L'ISLE;Corgnac-sur-l'Isle;24800;24134;0.95;45.3833
8560;24;SAINT-CYPRIEN;Saint-Cyprien;24220;24396;1.03333;44.8667
8561;24;LEMPZOURS;Lempzours;24800;24238;0.816667;45.3667
8562;24;SAINT-FRONT-DE-PRADOUX;Saint-Front-de-Pradoux;24400;24409;0.35;45.05
8563;24;NABIRAT;Nabirat;24250;24300;1.28333;44.75
8564;24;THENON;Thenon;24210;24550;1.06667;45.1333
8565;24;VILLARS;Villars;24530;24582;0.75;45.4167
8566;24;NADAILLAC;Nadaillac;24590;24301;1.39778;45.0389
8567;24;NAILHAC;Nailhac;24390;24302;1.13333;45.2167
8568;24;CARVES;Carves;24170;24084;1.06667;44.7833
8569;24;SAINTE-RADEGONDE;Sainte-Radegonde;24560;24492;0.678333;44.6903
8570;24;SAINTE-INNOCENCE;Sainte-Innocence;24500;24423;0.4;44.7167
8571;24;SAINT-CAPRAISE-D'EYMET;Saint-Capraise-d'Eymet;24500;24383;0.5;44.7
8572;24;BORREZE;Borrèze;24590;24050;1.38333;44.95
8573;24;DOUCHAPT;Douchapt;24350;24154;0.433333;45.2333
8574;24;CHATEAU-L'EVEQUE;Château-l'Évêque;24460;24115;0.683333;45.25
8575;24;VAUNAC;Vaunac;24800;24567;0.866667;45.3667
8576;24;BERGERAC;Bergerac;24100;24037;0.483333;44.85
8577;24;MOULIN-NEUF;Moulin-Neuf;24700;24297;0.066667;45.0167
8578;24;JUMILHAC-LE-GRAND;Jumilhac-le-Grand;24630;24218;1.06667;45.4833
8579;24;SAINT-GENIES;Saint-Geniès;24590;24412;1.25;45
8580;24;TRELISSAC;Trélissac;24750;24557;0.783333;45.1833
8581;24;VERTEILLAC;Verteillac;24320;24573;0.366667;45.35
8582;24;VILLEFRANCHE-DU-PERIGORD;Villefranche-du-Périgord;24550;24585;1.08333;44.6333
8583;24;VILLAMBLARD;Villamblard;24140;24581;0.55;45.0167
8584;24;CAMPAGNAC-LES-QUERCY;Campagnac-lès-Quercy;24550;24075;1.18333;44.6833
8585;24;SAINT-MEARD-DE-DRONE;Saint-Méard-de-Drône;24600;24460;0.421944;45.2492
8586;24;CAUSE-DE-CLERANS;Cause-de-Clérans;24150;24088;0.666667;44.8667
8587;24;MARSANEIX;Marsaneix;24750;24258;0.783333;45.1
8588;24;CONNE-DE-LABARDE;Conne-de-Labarde;24560;24132;0.55;44.7833
8589;24;BIRAS;Biras;24310;24042;0.633333;45.2833
8590;24;VERDON;Verdon;24520;24570;0.633333;44.8
8591;24;PEZULS;Pezuls;24510;24327;0.816667;44.9167
8592;24;CERCLES;Cercles;24320;24093;0.45;45.3667
8593;24;BESSE;Besse;24550;24039;1.11667;44.6667
8594;24;TAMNIES;Tamniès;24620;24544;1.16667;44.9667
8595;24;MARCILLAC-SAINT-QUENTIN;Marcillac-Saint-Quentin;24200;24252;1.23333;44.9667
8596;24;VALEUIL;Valeuil;24310;24561;0.616667;45.3333
8597;24;FOULEIX;Fouleix;24380;24190;0.683333;44.9833
8598;24;NASTRINGUES;Nastringues;24230;24306;0.166667;44.8667
8599;24;TEYJAT;Teyjat;24300;24548;0.583333;45.5833
8600;24;COURS-DE-PILE;Cours-de-Pile;24520;24140;0.55;44.8333
8601;24;ALLES-SUR-DORDOGNE;Alles-sur-Dordogne;24480;24005;0.866667;44.85
8602;24;PRIGONRIEUX;Prigonrieux;24130;24340;0.4;44.85
8603;24;LA BACHELLERIE;La Bachellerie;24210;24020;1.15361;45.1459
8604;24;NANTHIAT;Nanthiat;24800;24305;0.983333;45.4
8605;24;SAINT-SAUD-LACOUSSIERE;Saint-Saud-Lacoussière;24470;24498;0.816667;45.5333
8606;24;CHASSAIGNES;Chassaignes;24600;24114;0.25;45.25
8607;24;SAINT-ANTOINE-DE-BREUILH;Saint-Antoine-de-Breuilh;24230;24370;0.166667;44.8333
8608;24;CHAMPEAUX-ET-LA-CHAPELLE-POMMIER;Champeaux-et-la-Chapelle-Pommier;24340;24099;0.578611;45.4734
8609;24;SAINT-VINCENT-DE-CONNEZAC;Saint-Vincent-de-Connezac;24190;24509;0.4;45.1667
8610;24;SAINT-AGNE;Saint-Agne;24520;24361;0.634167;44.8362
8611;24;MONMADALES;Monmadalès;24560;24278;0.616667;44.7667
8612;24;SAINTE-CROIX-DE-MAREUIL;Sainte-Croix-de-Mareuil;24340;24394;0.433333;45.4667
8613;24;SAINT-JEAN-DE-COLE;Saint-Jean-de-Côle;24800;24425;0.833333;45.4167
8614;24;FIRBEIX;Firbeix;24450;24180;0.966667;45.6
8615;24;SAINT-CYR-LES-CHAMPAGNES;Saint-Cyr-les-Champagnes;24270;24397;1.28333;45.3833
8616;24;MONESTIER;Monestier;24240;24276;0.316667;44.7667
8617;24;DUSSAC;Dussac;24270;24158;1.08333;45.4
8618;24;MONTREM;Montrem;24110;24295;0.6;45.1333
8619;24;SAINT-FELIX-DE-BOURDEILLES;Saint-Félix-de-Bourdeilles;24340;24403;0.566667;45.4167
8620;24;LACROPTE;Lacropte;24380;24220;0.833333;45.0417
8621;24;LA CHAPELLE-MONTMOREAU;La Chapelle-Montmoreau;24300;24111;0.65;45.45
8622;24;SAINT-LAURENT-DES-HOMMES;Saint-Laurent-des-Hommes;24400;24436;0.25;45.0333
8623;24;SAINT-MAIME-DE-PEREYROL;Saint-Maime-de-Péreyrol;24380;24459;0.646944;45.0148
8624;24;GREZES;Grèzes;24120;24204;1.36667;45.1
8625;24;EXCIDEUIL;Excideuil;24160;24164;1.05;45.3333
8626;24;ECHOURGNAC;Échourgnac;24410;24159;0.233333;45.1167
8627;24;GABILLOU;Gabillou;24210;24192;1.03333;45.2
8628;24;LA JEMAYE;La Jemaye;24410;24216;0.25;45.1667
8629;24;LAMONZIE-SAINT-MARTIN;Lamonzie-Saint-Martin;24680;24225;0.383333;44.85
8630;24;BEAUPOUYET;Beaupouyet;24400;24029;0.266667;45
8631;24;LAVAUR;Lavaur;24550;24232;1.03333;44.6
8632;24;LA CASSAGNE;La Cassagne;24120;24085;1.31667;45.05
8633;24;LA COQUILLE;La Coquille;24450;24133;0.983333;45.55
8634;24;CHAMPAGNE-ET-FONTAINE;Champagne-et-Fontaine;24320;24097;0.316667;45.4167
8635;24;SAINT-GERMAIN-ET-MONS;Saint-Germain-et-Mons;24520;24419;0.591667;44.8417
8636;24;ROUFFIGNAC-SAINT-CERNIN-DE-REILHAC;Rouffignac-Saint-Cernin-de-Reilhac;24580;24356;0.977222;45.0478
8637;24;SAINT-ANTOINE-CUMOND;Saint-Antoine-Cumond;24410;24368;0.2;45.2667
8638;24;SAINT-VINCENT-SUR-L'ISLE;Saint-Vincent-sur-l'Isle;24420;24513;0.883333;45.25
8639;24;SADILLAC;Sadillac;24500;24359;0.483333;44.7333
8640;24;ALLAS-LES-MINES;Allas-les-Mines;24220;24006;1.06667;44.8333
8641;24;BUSSEROLLES;Busserolles;24360;24070;0.633333;45.6833
8642;24;MESCOULES;Mescoules;24240;24267;0.416667;44.75
8643;24;CHENAUD;Chenaud;24410;24118;0.1;45.2167
8644;24;VALOJOULX;Valojoulx;24290;24563;1.15;45.1167
8645;24;PONTEYRAUD;Ponteyraud;24410;24333;0.233333;45.2
8646;24;SERVANCHES;Servanches;24410;24533;0.166667;45.15
8647;24;SAVIGNAC-LEDRIER;Savignac-Lédrier;24270;24526;1.21667;45.3667
8648;24;LOUBEJAC;Loubejac;24550;24245;1.1;44.5833
8649;24;DOMME;Domme;24250;24152;1.21667;44.8
8650;24;QUEYSSAC;Queyssac;24140;24345;0.55;44.9
8651;24;FOSSEMAGNE;Fossemagne;24210;24188;0.983333;45.1333
8652;24;NAUSSANNES;Naussannes;24440;24307;0.733333;44.75
8653;24;BROUCHAUD;Brouchaud;24210;24066;1;45.2
8654;24;SAINTE-FOY-DE-BELVES;Sainte-Foy-de-Belvès;24170;24406;1.05;44.7333
8655;24;CHERVEIX-CUBAS;Cherveix-Cubas;24390;24120;1.11667;45.2833
8656;24;SAUSSIGNAC;Saussignac;24240;24523;0.333333;44.8167
8657;24;VILLETOUREIX;Villetoureix;24600;24586;0.366667;45.2667
8658;24;MUSSIDAN;Mussidan;24400;24299;0.366667;45.0333
8659;24;SAINT-CREPIN-D'AUBEROCHE;Saint-Crépin-d'Auberoche;24330;24390;0.9;45.1333
8660;24;CHAMPNIERS-ET-REILHAC;Champniers-et-Reilhac;24360;24100;0.731111;45.6725
8661;24;LABOUQUERIE;Labouquerie;24440;24219;0.8;44.7333
8662;24;PAULIN;Paulin;24590;24317;1.33333;45
8663;24;MONTIGNAC;Montignac;24290;24291;1.16139;45.0664
8664;24;ABJAT-SUR-BANDIAT;Abjat-sur-Bandiat;24300;24001;0.758056;45.585
8665;24;JAURE;Jaure;24140;24213;0.553889;45.0567
8666;24;MIALET;Mialet;24450;24269;0.9;45.55
8667;24;SAINT-LAURENT-LA-VALLEE;Saint-Laurent-la-Vallée;24170;24438;1.11667;44.75
8668;24;MAYAC;Mayac;24420;24262;0.933333;45.2833
8669;24;AJAT;Ajat;24210;24004;1.01667;45.15
8670;24;MONTAUT;Montaut;24560;24287;0.626667;44.7484
8671;24;FESTALEMPS;Festalemps;24410;24178;0.233333;45.2333
8672;24;MAUZENS-ET-MIREMONT;Mauzens-et-Miremont;24260;24261;0.916667;45
8673;24;CAMPAGNE;Campagne;24260;24076;0.966667;44.9
8674;24;LA DORNAC;La Dornac;24120;24153;1.35;45.0833
8675;24;SAINTE-FOY-DE-LONGAS;Sainte-Foy-de-Longas;24510;24407;0.75;44.9333
8676;24;SAINT-FELIX-DE-REILLAC-ET-MORTEMART;Saint-Félix-de-Reillac-et-Mortemart;24260;24404;0.916667;45.0333
8677;24;BIRON;Biron;24540;24043;0.872222;44.6309
8678;24;BOURGNAC;Bourgnac;24400;24059;0.4;45.0167
8679;24;MONSAC;Monsac;24440;24281;0.7;44.7833
8680;24;HAUTEFAYE;Hautefaye;24300;24209;0.483333;45.5333
8681;24;SAINT-JEAN-D'ESTISSAC;Saint-Jean-d'Estissac;24140;24426;0.516667;45.0333
8682;24;ROUFFIGNAC-DE-SIGOULES;Rouffignac-de-Sigoulès;24240;24357;0.45;44.7833
8683;24;CASTELS;Castels;24220;24087;1.05;44.8667
8684;24;MONTAGNAC-D'AUBEROCHE;Montagnac-d'Auberoche;24210;24284;0.95;45.1833
8685;24;SAGELAT;Sagelat;24170;24360;1;44.7833
8686;24;MONSEC;Monsec;24340;24283;0.533333;45.4167
8687;24;PONTOURS;Pontours;24150;24334;0.766667;44.8333
8688;24;LA DOUZE;La Douze;24330;24156;0.866667;45.0667
8689;24;MONSAGUEL;Monsaguel;24560;24282;0.583333;44.7333
8690;24;MONTPON-MENESTEROL;Montpon-Ménestérol;24700;24294;0.166667;45
8691;24;SAINT-CERNIN-DE-LABARDE;Saint-Cernin-de-Labarde;24560;24385;0.566667;44.7667
8692;24;RAZAC-DE-SAUSSIGNAC;Razac-de-Saussignac;24240;24349;0.283333;44.8
8693;24;SALAGNAC;Salagnac;24160;24515;1.18333;45.3167
8694;24;CARSAC-AILLAC;Carsac-Aillac;24200;24082;1.25;44.8333
8695;24;PLAISANCE;Plaisance;24560;24168;0.566667;44.7083
8696;24;PREYSSAC-D'EXCIDEUIL;Preyssac-d'Excideuil;24160;24339;1.1;45.3333
8697;24;CHALAGNAC;Chalagnac;24380;24094;0.666667;45.1
8698;24;SAINT-RABIER;Saint-Rabier;24210;24491;1.15;45.1667
8699;24;NEUVIC;Neuvic;24190;24309;0.466667;45.1
8700;24;PIEGUT-PLUVIERS;Piégut-Pluviers;24360;24328;0.683333;45.6167
8701;24;MANAURIE;Manaurie;24620;24249;0.983333;44.9667
8702;24;LA CHAPELLE-GONAGUET;La Chapelle-Gonaguet;24350;24108;0.616667;45.2333
8703;24;FRAISSE;Fraisse;24130;24191;0.3;44.9333
8704;24;CENAC-ET-SAINT-JULIEN;Cénac-et-Saint-Julien;24250;24091;1.2;44.8
8705;24;BOUILLAC;Bouillac;24480;24052;0.9;44.7667
8706;24;SAINT-ESTEPHE;Saint-Estèphe;24360;24398;0.662778;45.5917
8707;24;ORLIAC;Orliac;24170;24313;1.06667;44.7167
8708;24;THIVIERS;Thiviers;24800;24551;0.916667;45.4167
8709;24;LUSSAS-ET-NONTRONNEAU;Lussas-et-Nontronneau;24300;24248;0.583333;45.5
8710;24;NONTRON;Nontron;24300;24311;0.666667;45.5333
8711;24;CLERMONT-DE-BEAUREGARD;Clermont-de-Beauregard;24140;24123;0.65;44.95
8712;24;MAURENS;Maurens;24140;24259;0.483333;44.9333
8713;24;COULAURES;Coulaures;24420;24137;0.983333;45.3
8714;24;THONAC;Thonac;24290;24552;1.11667;45.0167
8715;24;SAINT-MARTIAL-DE-VALETTE;Saint-Martial-de-Valette;24300;24451;0.65;45.5167
8716;24;BOURDEILLES;Bourdeilles;24310;24055;0.6;45.3167
8717;24;MAREUIL;Mareuil;24340;24253;0.452222;45.4506
8718;24;PARCOUL;Parcoul;24410;24316;0.033333;45.2
8719;24;BUSSAC;Bussac;24350;24069;0.6;45.2667
8720;24;SAINT-JULIEN-DE-CREMPSE;Saint-Julien-de-Crempse;24140;24431;0.533333;44.95
8721;24;JAYAC;Jayac;24590;24215;1.33333;45.0333
8722;24;LA CHAPELLE-GRESIGNAC;La Chapelle-Grésignac;24320;24109;0.333333;45.4
8723;24;TURSAC;Tursac;24620;24559;1.03333;44.9667
8724;24;CHAMPAGNAC-DE-BELAIR;Champagnac-de-Belair;24530;24096;0.7;45.4
8725;24;TREMOLAT;Trémolat;24510;24558;0.833333;44.8833
8726;24;SAINT-FRONT-LA-RIVIERE;Saint-Front-la-Rivière;24300;24410;0.733333;45.4667
8727;24;MOLIERES;Molières;24480;24273;0.833333;44.8
8728;24;LA CHAPELLE-AUBAREIL;La Chapelle-Aubareil;24290;24106;1.18333;45.0167
8729;24;SAINT-PIERRE-DE-FRUGIE;Saint-Pierre-de-Frugie;24450;24486;1;45.5833
8730;24;SAINT-PRIVAT-DES-PRES;Saint-Privat-des-Prés;24410;24490;0.216667;45.2333
8731;24;LE BOURDEIX;Le Bourdeix;24300;24056;0.633333;45.5833
8732;24;BLIS-ET-BORN;Blis-et-Born;24330;24044;0.9;45.1833
8733;24;CHATRES;Châtres;24120;24116;1.18333;45.1833
8734;24;MONTAGRIER;Montagrier;24350;24286;0.483333;45.2667
8735;24;CHANTERAC;Chantérac;24190;24104;0.45;45.1833
8736;24;AGONAC;Agonac;24460;24002;0.75;45.2833
8737;24;LA FEUILLADE;La Feuillade;19600;24179;1.4;45.1167
8738;24;SAINT-FRONT-D'ALEMPS;Saint-Front-d'Alemps;24460;24408;0.783333;45.3167
8739;24;LAMONZIE-MONTASTRUC;Lamonzie-Montastruc;24520;24224;0.583333;44.9
8740;24;TOCANE-SAINT-APRE;Tocane-Saint-Apre;24350;24553;0.5;45.25
8741;24;LA FORCE;La Force;24130;24222;0.366667;44.8667
8742;24;SAINT-ASTIER;Saint-Astier;24110;24372;0.528056;45.1453
8743;24;MARSALES;Marsalès;24540;24257;0.9;44.7
8744;24;LES EYZIES-DE-TAYAC-SIREUIL;Eyzies-de-Tayac-Sireuil;24620;24172;1.01695;44.9356
8745;24;SAINT-SULPICE-D'EXCIDEUIL;Saint-Sulpice-d'Excideuil;24800;24505;1;45.3833
8746;24;SAINT-ANTOINE-D'AUBEROCHE;Saint-Antoine-d'Auberoche;24330;24369;0.95;45.15
8747;24;BADEFOLS-D'ANS;Badefols-d'Ans;24390;24021;1.2;45.2333
8748;24;EYVIRAT;Eyvirat;24460;24170;0.75;45.3167
8749;24;LA BOISSIERE-D'ANS;La Boissière-d'Ans;24640;24047;0.966667;45.2333
8750;24;VERGT;Vergt;24380;24571;0.716667;45.0167
8751;24;BEAUREGARD-DE-TERRASSON;Beauregard-de-Terrasson;24120;24030;1.21667;45.15
8752;24;SERRES-ET-MONTGUYARD;Serres-et-Montguyard;24500;24532;0.453056;44.6739
8753;24;VALLEREUIL;Vallereuil;24190;24562;0.516667;45.0667
8754;24;SAINT-SEVERIN-D'ESTISSAC;Saint-Séverin-d'Estissac;24190;24502;0.483333;45.05
8755;24;MILHAC-D'AUBEROCHE;Milhac-d'Auberoche;24330;24270;0.916667;45.1167
8756;24;BEAUREGARD-ET-BASSAC;Beauregard-et-Bassac;24140;24031;0.633333;44.9833
8757;24;LUNAS;Lunas;24130;24246;0.4;44.9167
8758;24;NEGRONDES;Négrondes;24460;24308;0.866667;45.35
8759;24;SAINT-PAUL-LA-ROCHE;Saint-Paul-la-Roche;24800;24481;1;45.4833
8760;24;SOUDAT;Soudat;24360;24541;0.583333;45.6167
8761;24;SAINT-CREPIN-DE-RICHEMONT;Saint-Crépin-de-Richemont;24310;24391;0.6;45.4167
8762;24;VARAIGNES;Varaignes;24360;24565;0.533333;45.6
8763;24;SAINT-MESMIN;Saint-Mesmin;24270;24464;1.2;45.35
8764;24;EYGURANDE-ET-GARDEDEUIL;Eygurande-et-Gardedeuil;24700;24165;0.133333;45.0667
8765;24;CHAVAGNAC;Chavagnac;24120;24117;1.36667;45.0833
8766;24;MARNAC;Marnac;24220;24254;1.01667;44.8333
8767;24;SAINT-SAUVEUR-LALANDE;Saint-Sauveur-Lalande;24700;24500;0.233333;44.9833
8768;24;SAINT-MARCORY;Saint-Marcory;24540;24446;0.933333;44.7167
8769;24;SERGEAC;Sergeac;24290;24531;1.1;45
8770;24;BOISSEUILH;Boisseuilh;24390;24046;1.16667;45.2833
8771;24;CALVIAC-EN-PERIGORD;Calviac-en-Périgord;24370;24074;1.33361;44.8548
8772;24;ISSIGEAC;Issigeac;24560;24212;0.6;44.7333
8773;24;GARDONNE;Gardonne;24680;24194;0.35;44.8333
8774;24;LE FLEIX;Le Fleix;24130;24182;0.25;44.8667
8775;24;NOJALS-ET-CLOTTE;Nojals-et-Clotte;24440;24310;0.758611;44.725
8776;24;LA ROCHE-CHALAIS;La Roche-Chalais;24490;24354;0.016667;45.15
8777;24;EYMET;Eymet;24500;24167;0.4;44.6667
8778;24;LUSIGNAC;Lusignac;24320;24247;0.3;45.3167
8779;24;MARSAC-SUR-L'ISLE;Marsac-sur-l'Isle;24430;24256;0.661389;45.185
8780;24;BANEUIL;Baneuil;24150;24023;0.683333;44.85
8781;24;ANNESSE-ET-BEAULIEU;Annesse-et-Beaulieu;24430;24010;0.55;45.1667
8782;24;BOUZIC;Bouzic;24250;24063;1.23333;44.7333
8783;24;SAINT-GERMAIN-DU-SALEMBRE;Saint-Germain-du-Salembre;24190;24418;0.45;45.1333
8784;24;FOUGUEYROLLES;Fougueyrolles;33220;24189;0.166667;44.8667
8785;24;CONDAT-SUR-VEZERE;Condat-sur-Vézère;24570;24130;1.23333;45.1167
8786;24;DOUVILLE;Douville;24140;24155;0.583333;45
8787;24;SAINT-LEON-SUR-VEZERE;Saint-Léon-sur-Vézère;24290;24443;1.1;45.0167
8788;24;SAINT-PIERRE-D'EYRAUD;Saint-Pierre-d'Eyraud;24130;24487;0.316667;44.85
8789;24;PEYRILLAC-ET-MILLAC;Peyrillac-et-Millac;24370;24325;1.4;44.8833
8790;24;PRESSIGNAC-VICQ;Pressignac-Vicq;24150;24338;0.721667;44.8953
8791;24;SAINT-FRONT-SUR-NIZONNE;Saint-Front-sur-Nizonne;24300;24411;0.633333;45.4833
8792;24;BOSSET;Bosset;24130;24051;0.35;44.95
8793;24;DOISSAT;Doissat;24170;24151;1.08333;44.7333
8794;24;CLADECH;Cladech;24170;24122;1.06667;44.8167
8795;24;SAVIGNAC-DE-NONTRON;Savignac-de-Nontron;24300;24525;0.716667;45.55
8796;24;SAINT-LAURENT-DES-VIGNES;Saint-Laurent-des-Vignes;24100;24437;0.45;44.8167
8797;24;HAUTEFORT;Hautefort;24390;24210;1.15;45.25
8798;24;MONPLAISANT;Monplaisant;24170;24293;0.983333;44.7833
8799;24;COUBJOURS;Coubjours;24390;24136;1.25;45.25
8800;24;COLOMBIER;Colombier;24560;24126;0.533333;44.7667
8801;24;SARLIAC-SUR-L'ISLE;Sarliac-sur-l'Isle;24420;24521;0.883333;45.2333
8802;24;SAINT-PIERRE-DE-COLE;Saint-Pierre-de-Côle;24800;24485;0.8;45.3667
8803;24;LEGUILLAC-DE-L'AUCHE;Léguillac-de-l'Auche;24110;24236;0.556389;45.1848
8804;24;SAINT-CHAMASSY;Saint-Chamassy;24260;24388;0.916667;44.8667
8805;24;SOURZAC;Sourzac;24400;24543;0.4;45.05
8806;24;CREYSSE;Creysse;24100;24145;0.566667;44.85
8807;24;AUBAS;Aubas;24290;24014;1.2;45.0833
8808;24;SAINT-MARTIAL-VIVEYROL;Saint-Martial-Viveyrol;24320;24452;0.333333;45.35
8809;24;BREUILH;Breuilh;24380;24065;0.75;45.0667
8810;24;RAMPIEUX;Rampieux;24440;24347;0.8;44.7167
8811;24;SAINT-VIVIEN;Saint-Vivien;24230;24514;0.104722;44.8925
8812;24;SAINT-MARTIN-DES-COMBES;Saint-Martin-des-Combes;24140;24456;0.6;44.95
8813;24;MONTFERRAND-DU-PERIGORD;Montferrand-du-Périgord;24440;24290;0.866667;44.75
8814;24;LAVALADE;Lavalade;24540;24231;0.863333;44.6953
8815;24;BUSSIERE-BADIL;Bussière-Badil;24360;24071;0.6;45.65
8816;24;THENAC;Thénac;24240;24549;0.333333;44.75
8817;24;VENDOIRE;Vendoire;24320;24569;0.3;45.4167
8818;24;FLORIMONT-GAUMIER;Florimont-Gaumier;24250;24184;1.23945;44.6992
8819;24;BOUTEILLES-SAINT-SEBASTIEN;Bouteilles-Saint-Sébastien;24320;24062;0.3;45.3333
8820;24;LA CHAPELLE-MONTABOURLET;La Chapelle-Montabourlet;24320;24110;0.466667;45.4
8821;24;SAINT-PANTALY-D'ANS;Saint-Pantaly-d'Ans;24640;24475;1;45.25
8822;24;MONBAZILLAC;Monbazillac;24240;24274;0.5;44.7833
8823;24;VERGT-DE-BIRON;Vergt-de-Biron;24540;24572;0.841667;44.6333
8824;24;SAINT-GERMAIN-DE-BELVES;Saint-Germain-de-Belvès;24170;24416;1.03333;44.8
8825;24;JAVERLHAC-ET-LA-CHAPELLE-SAINT-ROBERT;Javerlhac-et-la-Chapelle-Saint-Robert;24300;24214;0.560556;45.5698
8826;24;SAINTE-CROIX;Sainte-Croix;24440;24393;0.830833;44.7398
8827;24;PAYZAC;Payzac;24270;24320;1.21778;45.4012
8828;24;CREYSSAC;Creyssac;24350;24144;0.55;45.3
8829;24;SORGES;Sorges;24420;24540;0.866667;45.3
8830;24;TERRASSON-LAVILLEDIEU;Terrasson-Lavilledieu;24120;24547;1.30194;45.1308
8831;24;GRIGNOLS;Grignols;24110;24205;0.540556;45.0825
8832;24;NOTRE-DAME-DE-SANILHAC;Notre-Dame-de-Sanilhac;24660;24312;0.716667;45.1167
8833;24;SAINT-ETIENNE-DE-PUYCORBIER;Saint-Étienne-de-Puycorbier;24400;24399;0.333333;45.1
8834;24;SAINT-MARTIAL-D'ARTENSET;Saint-Martial-d'Artenset;24700;24449;0.183333;45.0167
8835;24;MONTAGNAC-LA-CREMPSE;Montagnac-la-Crempse;24140;24285;0.55;44.9833
8836;24;SAINT-MARTIN-DE-GURSON;Saint-Martin-de-Gurson;24610;24454;0.106944;44.9525
8837;24;VILLEFRANCHE-DE-LONCHAT;Villefranche-de-Lonchat;24610;24584;0.0572222;44.9484
8838;25;MONTFAUCON;Montfaucon;25660;25395;6.08333;47.2333
8839;25;EXINCOURT;Exincourt;25400;25230;6.83333;47.5
8840;25;LANANS;Lanans;25360;25324;6.45;47.3
8841;25;AMONDANS;Amondans;25330;25017;6.03333;47.0667
8842;25;CHAMESEY;Chamesey;25380;25113;6.65;47.2333
8843;25;ECHAY;Échay;25440;25209;5.95;47.05
8844;25;LE BARBOUX;Le Barboux;25210;25042;6.71667;47.1167
8845;25;LIESLE;Liesle;25440;25336;5.81667;47.05
8846;25;SECHIN;Séchin;25110;25538;6.28333;47.3333
8847;25;CHAPELLE-D'HUIN;Chapelle-d'Huin;25270;25122;6.16667;46.9333
8848;25;LABERGEMENT-SAINTE-MARIE;Labergement-Sainte-Marie;25160;25320;6.28333;46.7833
8849;25;GELLIN;Gellin;25240;25263;6.2515;46.7416
8850;25;INDEVILLERS;Indevillers;25470;25314;6.95;47.3167
8851;25;RONDEFONTAINE;Rondefontaine;25240;25501;6.18133;46.7328
8852;25;LONGEVELLE-LES-RUSSEY;Longevelle-lès-Russey;25380;25344;6.65139;47.2256
8853;25;ABBANS-DESSOUS;Abbans-Dessous;25320;25001;5.88333;47.1333
8854;25;FOURBANNE;Fourbanne;25110;25251;6.3;47.3333
8855;25;LONGEVILLE;Longeville;25330;25346;6.23333;47.0333
8856;25;CHEMAUDIN;Chemaudin;25320;25147;5.9;47.2167
8857;25;ARC-SOUS-CICON;Arc-sous-Cicon;25520;25025;6.38333;47.05
8858;25;MONTANCY;Montancy;25190;25386;7.01667;47.3667
8859;25;LES FINS;Fins;25500;25240;6.63333;47.0833
8860;25;BREY-ET-MAISON-DU-BOIS;Brey-et-Maison-du-Bois;25240;25096;6.2517;46.742
8861;25;OUGNEY-DOUVOT;Ougney-Douvot;25640;25439;6.28333;47.3167
8862;25;PLAIMBOIS-DU-MIROIR;Plaimbois-du-Miroir;25210;25456;6.65;47.1833
8863;25;ORVE;Orve;25430;25436;6.55;47.3333
8864;25;PASSAVANT;Passavant;25360;25446;6.38333;47.2833
8865;25;REMONDANS-VAIVRE;Rémondans-Vaivre;25150;25485;6.71334;47.3753
8866;25;MONTPERREUX;Montperreux;25160;25405;6.33333;46.8333
8867;25;AUTECHAUX;Autechaux;25110;25032;6.38333;47.3833
8868;25;THORAISE;Thoraise;25320;25561;5.9;47.1667
8869;25;L'HOPITAL-SAINT-LIEFFROY;L'Hôpital-Saint-Lieffroy;25340;25306;6.45;47.4
8870;25;PRESENTEVILLERS;Présentevillers;25550;25469;6.73333;47.5
8871;25;MESANDANS;Mésandans;25680;25377;6.36667;47.4333
8872;25;URTIERE;Urtière;25470;25573;6.93333;47.25
8873;25;CROSEY-LE-PETIT;Crosey-le-Petit;25340;25178;6.48333;47.35
8874;25;PLAIMBOIS-VENNES;Plaimbois-Vennes;25390;25457;6.55;47.1833
8875;25;DAMBENOIS;Dambenois;25600;25188;6.86667;47.55
8876;25;PAROY;Paroy;25440;25445;5.88333;47.05
8877;25;SAINT-GEORGES-ARMONT;Saint-Georges-Armont;25340;25516;6.55;47.4
8878;25;LE LUHIER;Le Luhier;25210;25351;6.65;47.1667
8879;25;AVILLEY;Avilley;25680;25038;6.26667;47.4333
8880;25;LA PRETIERE;La Prétière;25250;25470;6.61667;47.45
8881;25;OUVANS;Ouvans;25530;25441;6.48333;47.2833
8882;25;LE VERNOY;Le Vernoy;25750;25608;6.68333;47.5667
8883;25;VERNIERFONTAINE;Vernierfontaine;25580;25605;6.3;47.1
8884;25;MORTEAU;Morteau;25500;25411;6.61667;47.0667
8885;25;DESERVILLERS;Déservillers;25330;25199;6.06667;47
8886;25;VILLERS-SOUS-MONTROND;Villers-sous-Montrond;25620;25628;6.08333;47.15
