nb;dept;COMMUNE;Commune;CP;Code_insee;longitude;latitude
15736;40;SAINT-PAUL-EN-BORN;Saint-Paul-en-Born;40200;40278;0.847501;44.2242
15737;41;MUR-DE-SOLOGNE;Mur-de-Sologne;41230;41157;1.61667;47.4167
15738;41;CHAUMONT-SUR-THARONNE;Chaumont-sur-Tharonne;41600;41046;1.9;47.6167
15739;41;MONTRIEUX-EN-SOLOGNE;Montrieux-en-Sologne;41210;41152;1.73333;47.55
15740;41;VILLEROMAIN;Villeromain;41100;41290;1.15;47.7333
15741;41;SAINT-RIMAY;Saint-Rimay;41800;41228;0.916667;47.7667
15742;41;SAINTE-GEMMES;Sainte-Gemmes;41290;41210;1.26667;47.7833
15743;41;DHUIZON;Dhuizon;41220;41074;1.65;47.5833
15744;41;THESEE;Thésée;41140;41258;1.31667;47.3333
15745;41;ROMORANTIN-LANTHENAY;Romorantin-Lanthenay;41200;41194;1.74361;47.3589
15746;41;THOURY;Thoury;41220;41260;1.6;47.6333
15747;41;SASNIERES;Sasnières;41310;41236;0.933333;47.7167
15748;41;SERIS;Séris;41500;41245;1.5;47.75
15749;41;NEUNG-SUR-BEUVRON;Neung-sur-Beuvron;41210;41159;1.8;47.5333
15750;41;SAVIGNY-SUR-BRAYE;Savigny-sur-Braye;41360;41238;0.816667;47.8833
15751;41;POUILLE;Pouillé;41110;41181;1.3;47.3167
15752;41;LA COLOMBE;La Colombe;41160;41056;1.36667;47.8833
15753;41;BINAS;Binas;41240;41017;1.46667;47.9
15754;41;SAINT-SULPICE-DE-POMMERAY;Saint-Sulpice-de-Pommeray;41000;41230;1.26667;47.6
15755;41;COUR-SUR-LOIRE;Cour-sur-Loire;41500;41069;1.43333;47.65
15756;41;AREINES;Areines;41100;41003;1.1;47.8
15757;41;GOMBERGEAN;Gombergean;41310;41098;1.08333;47.65
15758;41;LA CHAPELLE-ENCHERIE;La Chapelle-Enchérie;41290;41037;1.2;47.8167
15759;41;MONTLIVAULT;Montlivault;41350;41148;1.45;47.6333
15760;41;NEUVY;Neuvy;41250;41160;1.6;47.5667
15761;41;SAINT-AGIL;Saint-Agil;41170;41197;0.933333;48.0333
15762;41;SAINT-BOHAIRE;Saint-Bohaire;41330;41203;1.26667;47.65
15763;41;BAUZY;Bauzy;41250;41013;1.6;47.5333
15764;41;GIEVRES;Gièvres;41130;41097;1.66667;47.2667
15765;41;OUCQUES;Oucques;41290;41171;1.3;47.8167
15766;41;LES HAYES;Hayes;41800;41100;0.776944;47.7153
15767;41;EPUISAY;Épuisay;41360;41078;0.933333;47.9
15768;41;THENAY;Thenay;41400;41257;1.28333;47.3833
15769;41;LAMOTTE-BEUVRON;Lamotte-Beuvron;41600;41106;2.01667;47.6
15770;41;OIGNY;Oigny;41170;41165;0.933333;48.0667
15771;41;MONT-PRES-CHAMBORD;Mont-près-Chambord;41250;41150;1.45;47.5667
15772;41;SAINT-LOUP;Saint-Loup;41320;41222;1.83945;47.2653
15773;41;CELLE;Cellé;41360;41030;0.783333;47.8333
15774;41;SAINT-JEAN-FROIDMENTEL;Saint-Jean-Froidmentel;41160;41216;1.25;47.95
15775;41;BEAUCHENE;Beauchêne;41170;41014;0.969444;47.9406
15776;41;LE PLESSIS-DORIN;Le Plessis-Dorin;41170;41177;0.866667;48.0833
15777;41;ARVILLE;Arville;41170;41005;0.95;48.0667
15778;41;VALAIRE;Valaire;41120;41266;1.26667;47.4667
15779;41;PRAY;Pray;41190;41182;1.11667;47.6833
15780;41;LA VILLE-AUX-CLERCS;La Ville-aux-Clercs;41160;41275;1.08333;47.9167
15781;41;PRENOUVELLON;Prénouvellon;41240;41183;1.53333;47.9667
15782;41;ARTINS;Artins;41800;41004;0.733333;47.75
15783;41;COULANGES;Coulanges;41150;41064;1.21667;47.55
15784;41;FRESNES;Fresnes;41700;41094;1.41667;47.4333
15785;41;MONDOUBLEAU;Mondoubleau;41170;41143;0.9;47.9833
15786;41;VALLIERES-LES-GRANDES;Vallières-les-Grandes;41400;41267;1.15;47.4167
15787;41;THORE-LA-ROCHETTE;Thoré-la-Rochette;41100;41259;0.966667;47.7833
15788;41;AZE;Azé;41100;41010;0.998611;47.8512
15789;41;VOUZON;Vouzon;41600;41296;2.0593;47.65
15790;41;SOINGS-EN-SOLOGNE;Soings-en-Sologne;41230;41247;1.51667;47.4167
15791;41;SAINT-HILAIRE-LA-GRAVELLE;Saint-Hilaire-la-Gravelle;41160;41214;1.2;47.9167
15792;41;FAYE;Faye;41100;41081;1.18333;47.8
15793;41;MONTEAUX;Monteaux;41150;41144;1.11667;47.4833
15794;41;MONTROUVEAU;Montrouveau;41800;41153;0.733333;47.7167
15795;41;VIEVY-LE-RAYE;Vievy-le-Rayé;41290;41273;1.31667;47.8667
15796;41;BONNEVEAU;Bonneveau;41800;41020;0.75;47.8167
15797;41;LUNAY;Lunay;41360;41120;0.916667;47.8
15798;41;RUAN-SUR-EGVONNE;Ruan-sur-Egvonne;41270;41196;1.14556;48.0134
15799;41;LE PLESSIS-L'ECHELLE;Le Plessis-l'Échelle;41370;41178;1.43333;47.8167
15800;41;VINEUIL;Vineuil;41350;41295;1.38333;47.5833
15801;41;MAVES;Maves;41500;41130;1.36667;47.75
15802;41;COUTURE-SUR-LOIR;Couture-sur-Loir;41800;41070;0.683333;47.75
15803;41;VILLERABLE;Villerable;41100;41287;1.03333;47.75
15804;41;LES ESSARTS;Essarts;41800;41079;0.716667;47.7333
15805;41;MUIDES-SUR-LOIRE;Muides-sur-Loire;41500;41155;1.51667;47.6667
15806;41;SAINT-LAURENT-DES-BOIS;Saint-Laurent-des-Bois;41240;41219;1.45;47.85
15807;41;AMBLOY;Ambloy;41310;41001;0.966667;47.7167
15808;41;BOISSEAU;Boisseau;41290;41019;1.3;47.7667
15809;41;VILLEBAROU;Villebarou;41000;41276;1.31667;47.6167
15810;41;LA CHAPELLE-SAINT-MARTIN-EN-PLAINE;La Chapelle-Saint-Martin-en-Plaine;41500;41039;1.41667;47.7167
15811;41;LA CHAUSSEE-SAINT-VICTOR;La Chaussée-Saint-Victor;41260;41047;1.36667;47.6167
15812;41;SAINT-CYR-DU-GAULT;Saint-Cyr-du-Gault;41190;41205;1.03333;47.6167
15813;41;CANDE-SUR-BEUVRON;Candé-sur-Beuvron;41120;41029;1.25;47.5
15814;41;SARGE-SUR-BRAYE;Sargé-sur-Braye;41170;41235;0.85;47.9167
15815;41;VERNOU-EN-SOLOGNE;Vernou-en-Sologne;41230;41271;1.68333;47.5
15816;41;TRIPLEVILLE;Tripleville;41240;41264;1.48333;47.95
15817;41;SEIGY;Seigy;41110;41239;1.4;47.2333
15818;41;BRIOU;Briou;41370;41027;1.48333;47.8167
15819;41;VILLEHERVIERS;Villeherviers;41200;41282;1.8;47.3667
15820;41;FONTAINE-RAOUL;Fontaine-Raoul;41270;41088;1.13333;47.9833
15821;41;CHAUVIGNY-DU-PERCHE;Chauvigny-du-Perche;41270;41048;1.06667;47.95
15822;41;LES ROCHES-L'EVEQUE;Roches-l'Évêque;41800;41192;0.883333;47.7833
15823;41;FOUGERES-SUR-BIEVRE;Fougères-sur-Bièvre;41120;41092;1.35;47.45
15824;41;CHAMBON-SUR-CISSE;Chambon-sur-Cisse;41190;41033;1.21667;47.5667
15825;41;CHITENAY;Chitenay;41120;41052;1.36667;47.5
15826;41;BAILLOU;Baillou;41170;41012;0.85;47.9667
15827;41;VILLERBON;Villerbon;41000;41288;1.36667;47.6667
15828;41;MEMBROLLES;Membrolles;41240;41133;1.46667;47.9833
15829;41;BAIGNEAUX;Baigneaux;41290;41011;1.25;47.7833
15830;41;RILLY-SUR-LOIRE;Rilly-sur-Loire;41150;41189;1.13333;47.4667
15831;41;MOLINEUF;Molineuf;41190;41142;1.23333;47.5833
15832;41;FONTAINE-LES-COTEAUX;Fontaine-les-Coteaux;41800;41087;0.833333;47.8
15833;41;TERNAY;Ternay;41800;41255;0.783333;47.7333
15834;41;ANGE;Angé;41400;41002;1.23333;47.3167
15835;41;FOSSE;Fossé;41330;41091;1.28333;47.6333
15836;41;HUISSEAU-EN-BEAUCE;Huisseau-en-Beauce;41310;41103;1.01667;47.7167
15837;41;OISLY;Oisly;41700;41166;1.38333;47.3833
15838;41;VILLENY;Villeny;41220;41285;1.75;47.6167
15839;41;VERDES;Verdes;41240;41270;1.43333;47.95
15840;41;VENDOME;Vendôme;41100;41269;1.06667;47.8
15841;41;SAINT-ROMAIN-SUR-CHER;Saint-Romain-sur-Cher;41140;41229;1.4;47.3167
15842;41;VILLETRUN;Villetrun;41100;41291;1.16667;47.7833
15843;41;MAZANGE;Mazangé;41100;41131;0.95;47.8167
15844;41;CHOUE;Choue;41170;41053;0.933333;48
15845;41;SAINT-JULIEN-DE-CHEDON;Saint-Julien-de-Chédon;41400;41217;1.2;47.3
15846;41;LANCE;Lancé;41310;41107;1.06667;47.7
15847;41;FORTAN;Fortan;41360;41090;0.916667;47.85
15848;41;CROUY-SUR-COSSON;Crouy-sur-Cosson;41220;41071;1.6;47.65
15849;41;YVOY-LE-MARRON;Yvoy-le-Marron;41600;41297;1.85;47.6333
15850;41;SALBRIS;Salbris;41300;41232;2.05;47.4259
15851;41;CHATEAUVIEUX;Châteauvieux;41110;41042;1.38333;47.2167
15852;41;COUR-CHEVERNY;Cour-Cheverny;41700;41067;1.45;47.5
15853;41;MONTOIRE-SUR-LE-LOIR;Montoire-sur-le-Loir;41800;41149;0.866667;47.75
15854;41;VILLEFRANCHE-SUR-CHER;Villefranche-sur-Cher;41200;41280;1.77;47.2934
15855;41;LESTIOU;Lestiou;41500;41114;1.58333;47.7333
15856;41;PEZOU;Pezou;41100;41175;1.13333;47.8667
15857;41;CRUCHERAY;Crucheray;41100;41072;1.08333;47.7333
15858;41;FEINGS;Feings;41120;41082;1.35;47.4333
15859;41;TOURAILLES;Tourailles;41190;41261;1.15;47.6833
15860;41;CORMERAY;Cormeray;41120;41061;1.4;47.4833
15861;41;MONTHOU-SUR-BIEVRE;Monthou-sur-Bièvre;41120;41145;1.3;47.4667
15862;41;RAHART;Rahart;41160;41186;1.06667;47.8667
15863;41;SAINT-CLAUDE-DE-DIRAY;Saint-Claude-de-Diray;41350;41204;1.41667;47.6167
15864;41;COURMEMIN;Courmemin;41230;41068;1.63333;47.4667
15865;41;AVARAY;Avaray;41500;41008;1.56667;47.7167
15866;41;SOUVIGNY-EN-SOLOGNE;Souvigny-en-Sologne;41600;41251;2.16667;47.6417
15867;41;SAINT-FIRMIN-DES-PRES;Saint-Firmin-des-Prés;41100;41209;1.11667;47.8333
15868;41;MENNETOU-SUR-CHER;Mennetou-sur-Cher;41320;41135;1.88333;47.2667
15869;41;BLOIS;Blois;41000;41018;1.33333;47.5833
15870;41;HOUSSAY;Houssay;41800;41102;0.933333;47.75
15871;41;PIERREFITTE-SUR-SAULDRE;Pierrefitte-sur-Sauldre;41300;41176;2.15;47.5083
15872;41;MOISY;Moisy;41160;41141;1.31667;47.9167
15873;41;LAVARDIN;Lavardin;41800;41113;0.883333;47.75
15874;41;MEHERS;Méhers;41140;41132;1.45;47.3333
15875;41;CHEMERY;Chémery;41700;41049;1.46667;47.35
15876;41;NAVEIL;Naveil;41100;41158;1.03333;47.8
15877;41;LA MAROLLE-EN-SOLOGNE;La Marolle-en-Sologne;41210;41127;1.78333;47.5833
15878;41;SAINT-JACQUES-DES-GUERETS;Saint-Jacques-des-Guérets;41800;41215;0.8;47.7667
15879;41;JOSNES;Josnes;41370;41105;1.51667;47.8
15880;41;SAINT-GEORGES-SUR-CHER;Saint-Georges-sur-Cher;41400;41211;1.13333;47.3167
15881;41;SAINT-AIGNAN;Saint-Aignan;41110;41198;1.38333;47.2667
15882;41;SAINT-LUBIN-EN-VERGONNOIS;Saint-Lubin-en-Vergonnois;41190;41223;1.23333;47.6167
15883;41;MARCILLY-EN-GAULT;Marcilly-en-Gault;41210;41125;1.86667;47.45
15884;41;PONTLEVOY;Pontlevoy;41400;41180;1.25;47.3833
15885;41;ORCHAISE;Orchaise;41190;41169;1.2;47.5833
15886;41;PRUNIERS-EN-SOLOGNE;Pruniers-en-Sologne;41200;41185;1.67111;47.3228
15887;41;SOUESMES;Souesmes;41300;41249;2.18333;47.4583
15888;41;BILLY;Billy;41130;41016;1.53333;47.3
15889;41;BRACIEUX;Bracieux;41250;41025;1.55;47.55
15890;41;TROO;Troo;41800;41265;0.783333;47.7833
15891;41;VILLEXANTON;Villexanton;41500;41292;1.41667;47.7333
15892;41;VILLEMARDY;Villemardy;41100;41283;1.18333;47.7333
15893;41;COUDDES;Couddes;41700;41062;1.4;47.3667
15894;41;BREVAINVILLE;Brévainville;41160;41026;1.28333;47.95
15895;41;MONTHOU-SUR-CHER;Monthou-sur-Cher;41400;41146;1.3;47.35
15896;41;FRETEVAL;Fréteval;41160;41095;1.21667;47.8833
15897;41;THEILLAY;Theillay;41300;41256;2.04029;47.3167
15898;41;OUCHAMPS;Ouchamps;41120;41170;1.31667;47.4667
15899;41;CHAILLES;Chailles;41120;41032;1.31667;47.55
15900;41;LE GAULT-PERCHE;Le Gault-Perche;41270;41096;0.979444;48.095
15901;41;CELLETTES;Cellettes;41120;41031;1.38333;47.5333
15902;41;CONAN;Conan;41290;41057;1.28333;47.75
15903;41;VILLEFRANCOEUR;Villefrancœur;41330;41281;1.21667;47.7
15904;41;MAROLLES;Marolles;41330;41128;1.3;47.65
15905;41;ROCHES;Roches;41370;41191;1.45;47.8
15906;41;CHAMBORD;Chambord;41250;41034;1.51667;47.6167
15907;41;TREHET;Tréhet;41800;41263;0.633333;47.7333
15908;41;HERBAULT;Herbault;41190;41101;1.13333;47.6
15909;41;ORCAY;Orçay;41300;41168;2.10833;47.2917
15910;41;SAINT-AVIT;Saint-Avit;41170;41202;0.916667;48.0833
15911;41;VEILLEINS;Veilleins;41230;41268;1.66667;47.4167
15912;41;MOREE;Morée;41160;41154;1.23333;47.9
15913;41;SAINT-OUEN;Saint-Ouen;41100;41226;1.08333;47.8167
15914;41;SUEVRES;Suèvres;41500;41252;1.46667;47.6667
15915;41;BOUFFRY;Bouffry;41270;41022;1.1;48
15916;41;SAINT-GOURGON;Saint-Gourgon;41310;41213;1.01667;47.6667
15917;41;VILLIERS-SUR-LOIR;Villiers-sur-Loir;41100;41294;1;47.8
15918;41;OUZOUER-LE-DOYEN;Ouzouer-le-Doyen;41160;41172;1.33333;47.9333
15919;41;LA CHAPELLE-VICOMTESSE;La Chapelle-Vicomtesse;41270;41041;1.03333;47.9833
15920;41;MASLIVES;Maslives;41250;41129;1.48333;47.6333
15921;41;LISLE;Lisle;41100;41116;1.11667;47.85
15922;41;SAINT-DYE-SUR-LOIRE;Saint-Dyé-sur-Loire;41500;41207;1.48333;47.65
15923;41;MEUSNES;Meusnes;41130;41139;1.48333;47.25
15924;41;AUTHON;Authon;41310;41007;0.9;47.65
15925;41;CHISSAY-EN-TOURAINE;Chissay-en-Touraine;41400;41051;1.13333;47.3333
15926;41;MONTRICHARD;Montrichard;41400;41151;1.18333;47.35
15927;41;CHOUSSY;Choussy;41700;41054;1.35;47.3667
15928;41;COUFFY;Couffy;41110;41063;1.43333;47.2333
15929;41;VILLEPORCHER;Villeporcher;41310;41286;1;47.6333
15930;41;LORGES;Lorges;41370;41119;1.5;47.8167
15931;41;LA MADELEINE-VILLEFROUIN;La Madeleine-Villefrouin;41370;41121;1.41333;47.7856
15932;41;SASSAY;Sassay;41700;41237;1.43333;47.4
15933;41;MARAY;Maray;41320;41122;1.88333;47.25
15934;41;LA FERTE-IMBAULT;La Ferté-Imbault;41300;41084;1.96667;47.3833
15935;41;LA FERTE-SAINT-CYR;La Ferté-Saint-Cyr;41220;41085;1.66667;47.65
15936;41;GY-EN-SOLOGNE;Gy-en-Sologne;41230;41099;1.58333;47.35
15937;41;DANZE;Danzé;41160;41073;1.03333;47.9
15938;41;EPIAIS;Épiais;41290;41077;1.25;47.8
15939;41;CHATRES-SUR-CHER;Châtres-sur-Cher;41320;41044;1.91667;47.2667
15940;41;RENAY;Renay;41100;41187;1.16667;47.85
15941;41;BUSLOUP;Busloup;41160;41028;1.13333;47.9
15942;41;MESLAY;Meslay;41100;41138;1.1;47.8167
15943;41;VILLECHAUVE;Villechauve;41310;41278;0.95;47.65
15944;41;SAINT-ARNOULT;Saint-Arnoult;41800;41201;0.866667;47.7
15945;41;FONTAINES-EN-SOLOGNE;Fontaines-en-Sologne;41250;41086;1.55;47.5167
15946;41;SOUGE;Sougé;41800;41250;0.727778;47.7703
15947;41;LA FERTE-BEAUHARNAIS;La Ferté-Beauharnais;41210;41083;1.85;47.5333
15948;41;VEUVES;Veuves;41150;41272;1.11667;47.4667
15949;41;SEMERVILLE;Semerville;41160;41244;1.4;47.9333
15950;41;ONZAIN;Onzain;41150;41167;1.18333;47.5
15951;41;SANTENAY;Santenay;41190;41234;1.11667;47.5667
15952;41;CONTRES;Contres;41700;41059;1.43333;47.4167
15953;41;LANCOME;Lancôme;41190;41108;1.11667;47.65
15954;41;SAMBIN;Sambin;41120;41233;1.3;47.4333
15955;41;VILLEDIEU-LE-CHATEAU;Villedieu-le-Château;41800;41279;0.65;47.7167
15956;41;MAREUIL-SUR-CHER;Mareuil-sur-Cher;41110;41126;1.33333;47.2833
15957;41;TOUR-EN-SOLOGNE;Tour-en-Sologne;41250;41262;1.5;47.5333
15958;41;SAINT-LEONARD-EN-BEAUCE;Saint-Léonard-en-Beauce;41370;41221;1.38333;47.8333
15959;41;LA CHAPELLE-VENDOMOISE;La Chapelle-Vendômoise;41330;41040;1.25;47.6667
15960;41;LE POISLAY;Le Poislay;41270;41179;1.06667;48.0667
15961;41;FRANCAY;Françay;41190;41093;1.13333;47.6167
15962;41;SAINT-GERVAIS-LA-FORET;Saint-Gervais-la-Forêt;41350;41212;1.35;47.5667
15963;41;MILLANCAY;Millançay;41200;41140;1.76667;47.45
15964;41;MARCHENOIR;Marchenoir;41370;41123;1.4;47.8167
